Sharpe,CAGR,MERTON_N_TOP,COMPOSITE_MOMENTUM_WINDOW,COMPOSITE_MOMENTUM_SKIP,COMPOSITE_REVERSAL_WINDOW,COMPOSITE_TREND_WINDOW,COV_SHORT_WINDOW,VIEW_SCALE,COV_BLEND_ALPHA,COV_SHRINKAGE,MERTON_GAMMA,BL_DELTA,MERTON_MAX_SECTOR
0.7937704989496777,0.13523872064686615,20,166,14,35,224,90,0.21834248555351032,0.38260467884536103,0.19852989862445397,-1.3333073716787625,3.2465458975761035,0.2947816893719504
0.7241881767285588,0.12203390308793138,32,66,31,26,171,66,0.4891968912705223,0.39649882531739666,0.1761237947871326,-0.7954390694841615,3.36215869922352,0.3154502555226083
0.7755419948425986,0.13250645630588753,30,151,13,10,224,99,0.24606795169905565,0.4462470627422444,0.13043750324572098,-1.0922837183156784,2.1571101749622947,0.4031604179545377
0.7797718549998889,0.13709820840715836,22,132,9,33,210,52,0.5330381032012631,0.6260896551600635,0.28779845194333115,-0.7429148266580458,1.80459558549867,0.28625611288783415
0.7479907923969061,0.13281495753613237,12,122,37,24,233,49,0.19745200718594427,0.6023526523153383,0.2808734219430433,-1.248370101235506,1.936836461727468,0.4887247647407538
0.7730327824116398,0.13251244264139528,20,155,16,6,107,125,0.12365335150551211,0.4589771289907746,0.3710634530371109,-1.4115735119712167,3.209431408440656,0.28616934934284083
0.686965379221226,0.11904778064959287,34,85,45,34,130,115,0.31811576021108795,0.3230902093213322,0.16035684107438833,-1.483177425338346,2.198347370262203,0.41482750472174207
0.7399951837801905,0.12930379228612665,15,96,25,29,128,119,0.3204396661913067,0.4242657363993198,0.37294998562392223,-0.45955772796314154,1.769811307837971,0.47490963344202053
0.7235664860496268,0.12832414364040456,14,100,41,9,248,33,0.4465635331466276,0.35306550865130415,0.3171031102622182,-1.2364195906151927,2.337567579845841,0.285754426427517
0.758272747489708,0.12885998535322862,29,146,21,22,126,62,0.46600944913283243,0.5754090662482695,0.2920489180603941,-0.6398120151974367,2.7297625164831234,0.4903477236926081
0.7631173794093284,0.13388412015242168,30,133,2,13,216,78,0.22515950175827953,0.3499962103263246,0.3147267321102084,-1.2090526966487745,2.1272808740839775,0.4970857145292098
0.7730852559267662,0.1329278922727457,32,114,47,21,225,118,0.45972854266062096,0.8156892525940106,0.21392484987648103,-1.2662460688991704,1.6312776330018361,0.26995350476903635
0.7321996010517251,0.12740097098841052,15,80,27,15,169,103,0.21869618378228467,0.5530761488821423,0.2103477872409838,-1.1593454086467692,1.8540218053464896,0.31700769684413577
0.7224507953345172,0.12155826523656899,34,172,40,42,147,60,0.31855289076833276,0.5009931321976167,0.17790354674999825,-0.7441091560776797,2.9706526280817274,0.32925939732756754
0.7114858555910902,0.11870746872999871,17,81,17,31,229,67,0.5140069684975236,0.5456004654743679,0.0597002524453857,-0.7012474961923386,3.471563780560971,0.36659045671706647
0.8293935373659235,0.14366065004351403,24,184,6,11,222,43,0.26685017796500266,0.5435676216270842,0.3648103659290736,-0.4302392530463272,2.520424459150406,0.42418606933862923
0.7873320272512436,0.1337854659445279,17,143,11,37,110,32,0.3615201763866517,0.7849976440999965,0.32097949094113526,-0.6557918518751945,3.4624000695565242,0.25707595396565397
0.7246900982177339,0.12261220997024846,29,76,31,10,133,82,0.3052600316095548,0.33847764594714924,0.1477140930873606,-1.0701637202199705,2.5117424384411597,0.4389347230275012
0.7910946358338337,0.13382007272588536,25,125,47,36,205,78,0.27358877674354193,0.7835864885295332,0.11523249133883653,-0.5217820650351463,2.8468274149822497,0.48834431300606074
0.7149452627264156,0.12146628159898598,18,89,14,13,114,69,0.1839649991541441,0.323835968896338,0.17316783889960857,-0.673819219333951,3.277970067765186,0.3083327423542318
0.813751430831534,0.1416648281663837,22,183,46,8,236,29,0.42331365270371485,0.34068170727562047,0.389726587882178,-1.1983692086952853,1.7574476292851342,0.44211361621619005
0.7120163915732738,0.12130319269911194,22,117,13,39,180,73,0.12343296006220109,0.3980058739189334,0.08478493080439137,-1.3005155571054794,2.0411363391117554,0.26884460845540203
0.7218459414227162,0.12281444373426931,23,175,38,30,196,68,0.506446725579253,0.6670006478012912,0.28860262349864074,-0.7160898821377615,2.3789279768218177,0.32329105996291996
0.7605023895526978,0.12990457766169783,30,176,8,19,155,67,0.23879758415232152,0.6321867569108776,0.23835003779239577,-1.0250928360159506,2.2065570933909413,0.3854357694672648
