Date,IWDA.L,VGK,EWJ,IUSN.DE,IEMA.L,MCHI,EWZ,INDA,EWT,EWY,XLY,XLC,XLF,KBE,XLE,XOP,XLI,IYT,XLB,ITB,XLV,XBI,XLP,XLU,XLK,SOXX,IGV,CIBR,BOTZ,VNQ,LIT,GLD,SLV,DBA,COPX,TLT,IEF,TIP,HYG,LQD,EMB,BITO,XEON.DE
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,1020.816704483263,0.0,-5700.847459753892,67.25471785285424,0.0,0.0,0.0,0.0,-8606.812031129686,0.0,0.0,-1763.1979082039884,-2674.8644963177026,-2192.088361575491,1230.835272631017,0.0,0.0,0.0,0.0,6312.856882886912,-1855.8854702423146,-4104.688748401404,2410.3465811684764,0.0,-2944.1297588544726,-6131.5781131873655,0.0,0.0,0.0,0.0,0.0,7604.8352633205195,2661.2360172947783,0.0,0.0,0.0,0.0,0.0,0.0,6740.892474139938,0.0,0.0,0.057010763011361536
2020-01-06,769.2014595250467,0.0,-1956.3547119380546,-975.2708519544166,0.0,0.0,0.0,0.0,-13469.15937512917,0.0,0.0,10392.8852773868,-2590.4913897599695,-5192.502037670651,8642.241482561807,0.0,0.0,0.0,0.0,14821.75974025877,1163.0001547198012,-60.52536483927042,4932.190571120349,0.0,-1568.2055208528227,-10175.809184650472,0.0,0.0,0.0,0.0,0.0,12553.330641609467,5588.43048098496,0.0,0.0,0.0,0.0,0.0,0.0,4585.987878790123,0.0,0.0,-0.03290552191417798
2020-01-07,488.287966871176,0.0,-3272.998907851927,807.1389268644162,0.0,0.0,0.0,0.0,-20098.786102589464,0.0,0.0,8709.784645441274,-6723.249915763447,-9362.394092230974,3589.358928091614,0.0,0.0,0.0,0.0,9885.284356747823,-1060.1513805959844,-758.6296510094649,-4436.830081495085,0.0,-3125.743926130485,-3850.097343280251,0.0,0.0,0.0,0.0,0.0,12864.053836472935,10064.229589245215,0.0,0.0,0.0,0.0,0.0,0.0,-395.6601103637013,0.0,0.0,0.027248928872156533
2020-01-08,1342.8704186930215,0.0,181.04004308842423,1647.8712910827917,0.0,0.0,0.0,0.0,-16647.14636357688,0.0,0.0,18261.51467639582,-2314.8578637888886,-4463.895208119889,-7301.682993519248,0.0,0.0,0.0,0.0,21416.23497200018,3382.260533597026,6770.208219742264,2041.4534530919655,0.0,3091.9738314017827,-2590.5259385580957,0.0,0.0,0.0,0.0,0.0,11251.909893576703,5613.020105346996,0.0,0.0,0.0,0.0,0.0,0.0,1715.5583602228016,0.0,0.0,0.08718976113117477
2020-01-09,3883.3502435192513,0.0,9453.495312430356,2757.6697408143446,0.0,0.0,0.0,0.0,-6654.595364136947,0.0,0.0,26155.786805506737,1921.6441002312586,-780.3720171151226,2156.5545463116023,0.0,0.0,0.0,0.0,24112.399217648097,6859.496622001789,9355.445275039665,11343.482223744984,0.0,9614.0483298218,1701.3446586811115,0.0,0.0,0.0,0.0,0.0,10400.592265418614,1832.078707731709,0.0,0.0,0.0,0.0,0.0,0.0,9039.463905879269,0.0,0.0,0.02397095182177765
2020-01-10,4234.598604848468,0.0,3546.0340569791033,1412.4893187379666,0.0,0.0,0.0,0.0,-3170.7039417796714,0.0,0.0,22813.94936401519,-1198.6876155116865,-5355.4296706222885,-2537.7285045555227,0.0,0.0,0.0,0.0,29942.017794540792,7068.792805266006,4914.92328626493,10953.54587144797,0.0,8677.838006741847,-716.0037206820557,0.0,0.0,0.0,0.0,0.0,13128.82255442802,6287.417595613399,0.0,0.0,0.0,0.0,0.0,0.0,11632.233767999593,0.0,0.0,0.015069250879767716
2020-01-13,4227.18466633521,0.0,8028.081656046386,1546.9992573495501,0.0,0.0,0.0,0.0,11142.118297991803,0.0,0.0,30662.765689101456,1509.6448788983348,-2647.0804111383045,-2679.198161938367,0.0,0.0,0.0,0.0,35354.349352745805,5326.797857318432,-4023.979555936374,16195.008385750814,0.0,13923.077193248891,4064.5365550208303,0.0,0.0,0.0,0.0,0.0,9633.161893494093,3241.2676006138495,0.0,0.0,0.0,0.0,0.0,0.0,9107.456218905832,0.0,0.0,0.05753984406764164
2020-01-14,4571.438907696845,0.0,6836.008506006683,2892.2276670260862,0.0,0.0,0.0,0.0,8619.850724586653,0.0,0.0,26915.712489660807,-59.795153272197695,-2738.349181141502,-3999.1434470976747,0.0,0.0,0.0,0.0,40062.26864685016,7204.950307833464,7695.149497145672,14976.798889285052,0.0,11085.762151565896,4267.468124312024,0.0,0.0,0.0,0.0,0.0,8493.202147676013,-1605.1616747518697,0.0,0.0,0.0,0.0,0.0,0.0,8702.27485463634,0.0,0.0,-0.01368319655950654
2020-01-15,5363.09035534666,0.0,4036.599690534185,3699.3223589170284,0.0,0.0,0.0,0.0,-1371.0259118332197,0.0,0.0,31597.431331669293,-2235.941143833891,-8021.163432913383,-9902.156535291324,0.0,0.0,0.0,0.0,56046.69390446615,11157.636031369242,11077.034342105491,21576.48196484646,0.0,11785.238340874314,-128.11099399560317,0.0,0.0,0.0,0.0,0.0,11233.512042119339,3460.0795468101937,0.0,0.0,0.0,0.0,0.0,0.0,10964.188247873857,0.0,0.0,-0.08491388565349806
