Date,IWDA.L,VGK,EWJ,IUSN.DE,IEMA.L,MCHI,EWZ,INDA,EWT,EWY,XLY,XLC,XLF,KBE,XLE,XOP,XLI,IYT,XLB,ITB,XLV,XBI,XLP,XLU,XLK,SOXX,IGV,CIBR,BOTZ,VNQ,LIT,GLD,SLV,DBA,COPX,TLT,IEF,TIP,HYG,LQD,EMB,BITO,XEON.DE
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,1020.816704483263,-0.0,-5700.847459753892,67.25471785285424,-0.0,-0.0,-0.0,-0.0,-8606.812031129686,-0.0,-0.0,-1763.1979082039884,-2674.8644963177026,-2192.088361575491,1230.835272631017,0.0,0.0,-0.0,-0.0,6312.856882886912,-1855.8854702423146,-4104.688748401404,2410.3465811684764,0.0,-2944.1297588544726,-6131.5781131873655,0.0,0.0,-0.0,0.0,-0.0,7604.8352633205195,2661.2360172947783,-0.0,-0.0,0.0,0.0,0.0,0.0,6740.892474139938,0.0,0.0,0.057010763011361536
2020-01-06,-251.61524495821627,0.0,3744.492747815837,-1042.5255698072708,-0.0,-0.0,-0.0,-0.0,-4862.347343999484,-0.0,0.0,12156.083185590789,84.37310655773324,-3000.4136760951596,7411.40620993079,0.0,0.0,-0.0,-0.0,8508.902857371859,3018.885624962116,4044.1633835621337,2521.8439899518726,0.0,1375.9242380016499,-4044.231071463106,0.0,0.0,0.0,0.0,0.0,4948.495378288948,2927.194463690182,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2154.904595349815,-0.0,0.0,-0.08991628492553952
2020-01-07,-280.9134926538707,-0.0,-1316.6441959138724,1782.4097788188328,-0.0,0.0,-0.0,-0.0,-6629.626727460294,0.0,-0.0,-1683.1006319455269,-4132.758526003477,-4169.892054560324,-5052.882554470193,0.0,-0.0,0.0,-0.0,-4936.475383510947,-2223.1515353157856,-698.1042861701944,-9369.020652615434,-0.0,-1557.5384052776622,6325.711841370221,-0.0,-0.0,-0.0,-0.0,0.0,310.72319486346635,4475.799108260255,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-4981.647989153825,-0.0,0.0,0.06015445078633452
2020-01-08,854.5824518218456,0.0,3454.0389509403512,840.7323642183753,0.0,0.0,-0.0,0.0,3451.6397390125826,0.0,0.0,9551.730030954544,4408.392051974558,4898.498884111085,-10891.041921610862,-0.0,0.0,0.0,0.0,11530.950615252359,4442.4119141930105,7528.8378707517295,6478.283534587051,0.0,6217.717757532268,1259.5714047221554,0.0,0.0,0.0,0.0,-0.0,-1612.1439428962321,-4451.209483898218,-0.0,-0.0,-0.0,0.0,0.0,0.0,2111.218470586503,0.0,0.0,0.05994083225901823
2020-01-09,2540.47982482623,0.0,9272.455269341932,1109.7984497315529,0.0,0.0,-0.0,0.0,9992.550999439934,0.0,0.0,7894.272129110918,4236.501964020147,3683.523191004766,9458.23753983085,-0.0,0.0,0.0,0.0,2696.1642456479185,3477.2360884047625,2585.2370552974007,9302.028770653018,0.0,6522.074498420018,4291.870597239207,0.0,0.0,0.0,0.0,0.0,-851.3176281580886,-3780.9413976152873,0.0,-0.0,0.0,0.0,0.0,0.0,7323.905545656467,0.0,0.0,-0.06321880930939712
2020-01-10,351.2483613292172,-0.0,-5907.461255451252,-1345.180422076378,0.0,0.0,-0.0,0.0,3483.8914223572756,0.0,-0.0,-3341.837441491548,-3120.331715742945,-4575.057653507166,-4694.283050867125,-0.0,-0.0,-0.0,-0.0,5829.618576892696,209.29618326421775,-4440.521988774735,-389.93635229701465,0.0,-936.2103230799527,-2417.348379363167,-0.0,-0.0,-0.0,0.0,0.0,2728.2302890094056,4455.3388878816895,0.0,0.0,0.0,0.0,0.0,0.0,2592.769862120323,0.0,0.0,-0.008901700942009934
2020-01-13,-7.413938513258826,0.0,4482.047599067283,134.5099386115835,0.0,0.0,0.0,0.0,14312.822239771474,0.0,0.0,7848.816325086266,2708.3324944100214,2708.349259483984,-141.4696573828443,-0.0,0.0,0.0,0.0,5412.33155820501,-1741.9949479475742,-8938.902842201303,5241.462514302843,0.0,5245.239186507044,4780.540275702886,0.0,0.0,0.0,0.0,0.0,-3495.660660933927,-3046.149994999549,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-2524.77754909376,0.0,0.0,0.042470593187873926
2020-01-14,344.25424136163457,-0.0,-1192.073150039703,1345.2284096765359,-0.0,-0.0,0.0,-0.0,-2522.2675734051504,-0.0,-0.0,-3747.0531994406497,-1569.4400321705325,-91.26877000319752,-1319.945285159308,0.0,-0.0,0.0,-0.0,4707.919294104358,1878.1524505150317,11719.129053082046,-1218.209496465762,0.0,-2837.3150416829963,202.9315692911937,-0.0,-0.0,-0.0,-0.0,0.0,-1139.9597458180792,-4846.429275365719,0.0,0.0,0.0,0.0,-0.0,-0.0,-405.18136426949275,-0.0,0.0,-0.07122304062714818
2020-01-15,791.6514476498153,0.0,-2799.408815472498,807.0946918909423,-0.0,-0.0,-0.0,-0.0,-9990.876636419873,-0.0,-0.0,4681.718842008488,-2176.1459905616935,-5282.814251771881,-5903.01308819365,-0.0,0.0,0.0,0.0,15984.425257615985,3952.685723535779,3381.8848449598186,6599.683075561409,0.0,699.4761893084179,-4395.579118307627,0.0,0.0,-0.0,0.0,0.0,2740.309894443325,5065.241221562063,0.0,-0.0,0.0,0.0,0.0,0.0,2261.9133932375166,0.0,0.0,-0.07123068909399151
