Date,Portfolio Value,Rebalance,Trade Cost EUR,Selected ETFs,N ETFs,Weight XEON,Regime,Reason
2014-08-29,11700773.12,True,3517.07,"IEMA.L, MCHI, EWZ, INDA, EWT, EWY, XLE, IYT, XLB, XLK, SOXX, VNQ, COPX, TLT, EMB",15,0.0,normal,"rebalance: COPX peso=0.0602 fuera de [0.0800, 0.1200]"
2014-09-30,11399848.26,True,1473.1,"IEMA.L, MCHI, EWZ, INDA, EWT, XLE, XOP, IYT, XLV, XLK, SOXX, VNQ, TLT, LQD, EMB",15,0.0,normal,"rebalance: COPX peso=0.0942 fuera de [0.0000, 0.0200]"
2014-10-31,11738276.18,True,4061.96,"MCHI, INDA, EWT, XLY, XLF, IYT, XLB, XLV, XBI, XLP, XLK, SOXX, IGV, TLT, IEF, TIP, LQD, EMB",18,0.0,normal,"rebalance: EMB peso=0.0474 fuera de [0.0044, 0.0444]"
2014-11-28,12271602.56,True,2756.38,"IEMA.L, MCHI, INDA, XLF, IYT, XLV, XBI, XLU, XLK, IGV, VNQ, TLT, IEF, LQD, EMB",15,0.005,normal,"rebalance: EWT peso=0.0430 fuera de [0.0000, 0.0200]"
2014-12-31,12624577.53,True,3136.43,"INDA, EWT, XLY, IYT, ITB, XLV, XBI, XLP, XLK, SOXX, IGV, GLD, TLT, IEF, TIP, LQD, EMB",17,0.0,normal,"rebalance: EWT peso=0.0000 fuera de [0.0055, 0.0455]"
2015-01-30,13673864.31,True,2951.17,"MCHI, XLY, XLF, KBE, XLE, XLI, IYT, XLB, ITB, XLV, XBI, XLP, XLU, XLK, SOXX, IGV, VNQ, TLT, IEF, LQD",20,0.0,normal,"rebalance: EMB peso=0.0243 fuera de [0.0000, 0.0200]"
2015-02-27,14289295.67,True,1999.59,"INDA, XLY, XLE, XLI, IYT, XLB, ITB, XLV, XBI, XLP, XLU, SOXX, IGV, VNQ, TLT, IEF",16,0.0215,normal,"rebalance: INDA peso=0.0000 fuera de [0.0659, 0.1059]"
2015-03-31,14682532.85,True,2396.16,"IWDA.L, INDA, XLY, XLI, IYT, XLB, ITB, XLV, XBI, XLP, XLK, SOXX, IGV, VNQ, TLT, EMB",16,0.0024,normal,"rebalance: EMB peso=0.0000 fuera de [0.0027, 0.0427]"
2015-04-30,14079158.74,True,2632.79,"IWDA.L, VGK, EWJ, MCHI, EWT, XLY, KBE, XLB, ITB, XLV, XBI, XLP, IGV, VNQ, TLT, IEF, LQD, EMB",18,0.0,normal,"rebalance: EWJ peso=0.0000 fuera de [0.0773, 0.1173]"
2015-05-29,14449488.46,True,4039.15,"IWDA.L, EWJ, IEMA.L, MCHI, EWT, EWY, XLY, XLB, ITB, XBI, XLK, SOXX, IGV, TLT",14,0.0033,normal,"rebalance: EWJ peso=0.0975 fuera de [0.1220, 0.1620]"
2015-06-30,13952636.49,True,5035.53,"IWDA.L, EWJ, MCHI, EWT, XLY, KBE, XLB, XLV, XBI, SOXX, IGV, LIT, SLV, IEF, TIP, HYG, EMB",17,0.0041,normal,"rebalance: EWJ peso=0.1416 fuera de [0.0819, 0.1219]"
2015-07-31,13996877.77,True,3212.1,"IWDA.L, EWJ, XLY, KBE, ITB, XLV, XBI, IGV, IEF, TIP, HYG, EMB",12,0.0014,normal,"rebalance: EMB peso=0.0158 fuera de [0.0347, 0.0747]"
2015-08-31,12864580.6,True,1192.47,"IWDA.L, VGK, EWJ, XLY, XLF, KBE, ITB, XLV, XBI, XLP, IGV, IEF, TIP, HYG, EMB",15,0.0099,caution,"rebalance: EMB peso=0.0573 fuera de [0.0112, 0.0512]"
2015-09-30,12324762.58,True,1692.81,"IWDA.L, VGK, EWJ, XLY, XLF, KBE, ITB, XLV, XBI, XLP, IGV, GLD, IEF, TIP, HYG, LQD, EMB",17,0.0082,caution,"rebalance: EWJ peso=0.1190 fuera de [0.0782, 0.1182]"
2015-10-30,13326526.33,True,2863.97,"VGK, IEMA.L, EWT, XLY, XLF, KBE, IYT, ITB, XLP, XLU, XLK, IGV, CIBR, DBA, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: DBA peso=0.0000 fuera de [0.0397, 0.0797]"
2015-11-30,13887884.42,True,2773.35,"IWDA.L, INDA, EWY, XLY, XLF, XLI, ITB, XLP, XLU, XLK, SOXX, IGV, VNQ, GLD, SLV, TLT, IEF, TIP, LQD, EMB",20,0.0,normal,"rebalance: DBA peso=0.0573 fuera de [0.0000, 0.0200]"
2015-12-31,13309984.61,True,2647.04,"EWY, XLY, KBE, XLE, XLI, IYT, XLB, ITB, XLP, XLK, SOXX, IGV, TLT, IEF, TIP, LQD, EMB",17,0.0,normal,"rebalance: EWY peso=0.0796 fuera de [0.0889, 0.1289]"
2016-01-29,12494803.27,True,2336.5,"IWDA.L, EWY, XLY, XLF, KBE, XLI, XLB, ITB, XLP, XLU, XLK, SOXX, IGV, VNQ, LIT, TLT, IEF, TIP, LQD, EMB",20,0.0,normal,"rebalance: EWY peso=0.1115 fuera de [0.0013, 0.0413]"
2016-02-29,12649464.16,True,1371.09,"EWY, XLY, KBE, XLE, XOP, XLI, XLB, XLP, XLU, XLK, SOXX, VNQ, LIT, TLT, IEF, TIP, LQD, EMB",18,0.0146,normal,"rebalance: EWY peso=0.0205 fuera de [0.0917, 0.1317]"
2016-03-31,13175242.99,True,2209.01,"EWT, EWY, XLY, XLE, XLI, XLB, XLP, XLU, XLK, SOXX, IGV, VNQ, LIT, GLD, TLT, IEF, EMB",17,0.0058,normal,"rebalance: EWT peso=0.0000 fuera de [0.0092, 0.0492]"
2016-04-29,13263918.78,True,1569.84,"EWZ, EWY, XLI, XLB, XLP, XLU, XLK, SOXX, VNQ, LIT, GLD, TLT, LQD, EMB",14,0.0143,normal,"rebalance: EWT peso=0.0273 fuera de [0.0000, 0.0200]"
2016-05-31,13433564.58,True,1595.24,"EWZ, XLI, XLB, XLV, XLP, XLU, SOXX, IGV, VNQ, LIT, GLD, SLV, COPX, LQD, EMB",15,0.0,normal,"rebalance: COPX peso=0.0000 fuera de [0.0049, 0.0449]"
2016-06-30,14156012.35,True,2255.91,"XLE, XOP, XLI, XLB, XLV, XLP, XLU, SOXX, IGV, VNQ, LIT, GLD, COPX, HYG, EMB",15,0.011,normal,"rebalance: EWZ peso=0.1033 fuera de [0.0000, 0.0200]"
2016-07-29,14578088.65,True,1906.44,"EWZ, EWT, XLE, XOP, XLP, XLU, SOXX, VNQ, LIT, GLD, SLV, COPX, HYG, EMB",14,0.0,normal,"rebalance: EWT peso=0.0000 fuera de [0.0798, 0.1198]"
2016-08-31,14353276.88,True,3658.14,"EWZ, EWT, XBI, SOXX, IGV, VNQ, LIT, SLV, COPX",9,0.0059,normal,"rebalance: COPX peso=0.0334 fuera de [0.0601, 0.1001]"
2016-09-30,14539740.1,True,4024.97,"MCHI, EWZ, INDA, XOP, ITB, SOXX, IGV, CIBR, VNQ, LIT, SLV, TLT, EMB",13,0.0,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0230, 0.0630]"
2016-10-31,14505880.38,True,3619.32,"EWJ, MCHI, EWZ, EWT, XOP, XBI, SOXX, IGV, CIBR, LIT, SLV, COPX, LQD, EMB",14,0.0028,normal,"rebalance: COPX peso=0.0000 fuera de [0.0418, 0.0818]"
2016-11-30,15337806.16,True,6034.96,"EWJ, IEMA.L, MCHI, EWZ, EWT, KBE, XLK, SOXX, CIBR, SLV, COPX",11,0.0,normal,"rebalance: CIBR peso=0.0488 fuera de [0.0508, 0.0908]"
2016-12-30,15341672.82,True,3462.75,"EWJ, MCHI, EWZ, EWT, XLF, KBE, XLI, IYT, XLK, SOXX, CIBR, COPX, IEF, TIP, HYG",15,0.0025,normal,"rebalance: CIBR peso=0.0699 fuera de [0.0278, 0.0678]"
2017-01-31,16153675.77,True,4873.62,"IWDA.L, IEMA.L, EWZ, EWT, EWY, XLF, KBE, XLE, IYT, XLU, XLK, SOXX, CIBR, COPX, IEF, HYG, LQD, EMB",18,0.0095,normal,"rebalance: COPX peso=0.1529 fuera de [0.0757, 0.1157]"
2017-02-28,16585969.99,True,4962.67,"EWZ, XLF, KBE, XLE, XOP, XLI, IYT, XLB, XLP, XLU, XLK, SOXX, CIBR, COPX, HYG, EMB",16,0.0,normal,"rebalance: COPX peso=0.0895 fuera de [0.1155, 0.1555]"
2017-03-31,16233612.44,True,3566.67,"XLF, KBE, XLI, IYT, XLP, XLU, XLK, SOXX, IGV, BOTZ, COPX",11,0.0058,normal,"rebalance: BOTZ peso=0.0000 fuera de [0.0313, 0.0713]"
2017-04-28,15942981.56,True,2891.74,"EWT, EWY, XLF, KBE, ITB, XLU, XLK, SOXX, IGV, CIBR, BOTZ, COPX",12,0.0,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0133, 0.0533]"
2017-05-31,15674811.18,True,5923.9,"IWDA.L, VGK, INDA, EWT, XLY, XLI, ITB, XLV, XBI, XLU, XLK, SOXX, IGV, BOTZ, LIT, COPX",16,0.0086,normal,"rebalance: CIBR peso=0.0336 fuera de [0.0000, 0.0200]"
2017-06-30,15572228.58,True,4816.36,"VGK, IEMA.L, MCHI, INDA, EWY, ITB, XLP, XLU, XLK, SOXX, IGV, BOTZ, LIT, GLD",14,0.0,normal,"rebalance: COPX peso=0.0335 fuera de [0.0000, 0.0200]"
2017-07-31,15683446.4,True,4396.72,"VGK, IEMA.L, MCHI, INDA, EWT, EWY, ITB, XLV, XBI, IGV, BOTZ, LIT",12,0.0,normal,"rebalance: BOTZ peso=0.0320 fuera de [0.0573, 0.0973]"
2017-08-31,15876004.1,True,3228.68,"IWDA.L, VGK, IEMA.L, MCHI, INDA, EWT, EWY, XLF, ITB, XLU, IGV, BOTZ, LIT",13,0.0,normal,"rebalance: EWT peso=0.0386 fuera de [0.0000, 0.0383]"
2017-09-29,16365528.71,True,4549.69,"VGK, IEMA.L, MCHI, EWT, EWY, ITB, XBI, XLU, IGV, BOTZ, LIT, GLD, COPX, TLT",14,0.0,normal,"rebalance: COPX peso=0.0000 fuera de [0.0366, 0.0766]"
2017-10-31,17012821.36,True,3506.01,"VGK, IEMA.L, MCHI, EWZ, XLI, XLB, ITB, XLV, XBI, SOXX, IGV, BOTZ, LIT, TLT",14,0.0,normal,"rebalance: BOTZ peso=0.0597 fuera de [0.0180, 0.0580]"
2017-11-30,17014335.16,True,5270.76,"EWJ, MCHI, XLF, XLB, ITB, XBI, SOXX, IGV, BOTZ, LIT, COPX",11,0.008,normal,"rebalance: COPX peso=0.0000 fuera de [0.1024, 0.1424]"
2017-12-29,17349497.03,True,4455.59,"EWJ, MCHI, XLF, KBE, ITB, XBI, XLU, XLK, BOTZ, LIT",10,0.0003,normal,"rebalance: BOTZ peso=0.0482 fuera de [0.0499, 0.0899]"
2018-01-31,17307949.44,True,3957.49,"IEMA.L, MCHI, EWY, XLY, XLF, IYT, ITB, XLK, BOTZ, LIT, COPX",11,0.0041,normal,"rebalance: COPX peso=0.0000 fuera de [0.1129, 0.1529]"
2018-02-28,16555478.7,True,6419.58,"IWDA.L, IEMA.L, MCHI, EWZ, XLY, XLF, IYT, ITB, XBI, XLK, SOXX, IGV, BOTZ",13,0.0002,normal,"rebalance: BOTZ peso=0.0656 fuera de [0.0099, 0.0499]"
2018-03-29,16224739.63,True,3874.73,"IWDA.L, EWJ, IEMA.L, EWZ, XLY, XLF, KBE, XLI, XLK, SOXX, IGV, CIBR, BOTZ",13,0.0,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0093, 0.0493]"
2018-04-30,16377336.35,True,3967.05,"IWDA.L, EWJ, IEMA.L, EWZ, EWT, EWY, XLY, XLK, SOXX, IGV, CIBR, BOTZ, GLD, TIP",14,0.0055,normal,"rebalance: EWJ peso=0.1470 fuera de [0.1028, 0.1428]"
2018-05-31,16647826.58,True,4407.98,"IWDA.L, EWJ, EWZ, XLY, KBE, XLE, XOP, XLK, IGV, CIBR, GLD, DBA, TIP",13,0.0007,normal,"rebalance: DBA peso=0.0000 fuera de [0.0408, 0.0808]"
2018-06-29,16663839.84,True,3891.61,"IWDA.L, MCHI, XLY, XLE, XOP, IYT, XBI, XLK, SOXX, IGV, CIBR, GLD, DBA, TIP",14,0.0182,normal,"rebalance: EWJ peso=0.1197 fuera de [0.0000, 0.0200]"
2018-07-31,16675518.75,True,6014.06,"IWDA.L, IUSN.DE, EWT, XLY, KBE, XLE, XOP, XLV, XBI, XLU, XLK, IGV, CIBR, VNQ, IEF, TIP, HYG",17,0.0,normal,"rebalance: DBA peso=0.0586 fuera de [0.0000, 0.0200]"
2018-08-31,17171766.2,True,3613.11,"IWDA.L, INDA, EWT, XLY, XLE, XOP, IYT, XLV, XLU, XLK, SOXX, IGV, CIBR, VNQ, TIP, HYG",16,0.0,normal,"rebalance: HYG peso=0.0357 fuera de [0.0477, 0.0877]"
2018-09-28,17181523.56,True,2826.07,"IWDA.L, VGK, IUSN.DE, INDA, EWT, XLY, XLE, XOP, IYT, XLB, XLV, XBI, XLU, XLK, IGV, CIBR, VNQ, TLT, TIP, HYG",20,0.0,normal,"rebalance: HYG peso=0.0682 fuera de [0.0080, 0.0480]"
2018-10-31,16233763.11,True,3675.04,"IWDA.L, XLY, XLE, XOP, XLI, IYT, XLB, XLV, XLP, XLU, XLK, IGV, VNQ, IEF, TIP, HYG, LQD, EMB",18,0.0029,normal,"rebalance: CIBR peso=0.0265 fuera de [0.0000, 0.0200]"
2018-11-30,16538836.95,True,2710.94,"IWDA.L, EWZ, XLY, XLV, XLP, XLU, XLK, IGV, GLD, IEF, TIP, HYG, LQD, EMB",14,0.0032,normal,"rebalance: EWZ peso=0.0000 fuera de [0.1165, 0.1565]"
2018-12-31,15577618.11,True,1408.34,"EWZ, INDA, XLY, IYT, XLV, XLP, XLU, IGV, GLD, IEF, TIP, HYG, LQD, EMB",14,0.0,normal,"rebalance: GLD peso=0.0191 fuera de [0.0339, 0.0739]"
2019-01-31,16532968.03,True,4273.75,"IUSN.DE, EWZ, INDA, XLY, XLI, XLB, XLV, XLP, XLU, SOXX, IGV, LIT, GLD, SLV, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EWZ peso=0.1553 fuera de [0.0641, 0.1041]"
2019-02-28,16996271.87,True,4868.06,"IEMA.L, MCHI, EWZ, EWY, XLY, XLI, XLB, XLV, XLP, XLU, SOXX, IGV, CIBR, VNQ, GLD, SLV, IEF, HYG, LQD, EMB",20,0.0,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0064, 0.0464]"
2019-03-29,17361371.52,True,3602.74,"IUSN.DE, IEMA.L, MCHI, EWZ, XLI, XLV, XLP, XLU, SOXX, IGV, CIBR, VNQ, GLD, COPX, HYG, LQD, EMB",17,0.0146,normal,"rebalance: COPX peso=0.0000 fuera de [0.0247, 0.0647]"
2019-04-30,17745709.87,True,2717.79,"IUSN.DE, IEMA.L, MCHI, EWZ, INDA, XLY, XLP, XLU, XLK, SOXX, IGV, CIBR, VNQ, GLD, COPX, TLT, IEF, HYG, LQD, EMB",20,0.0,normal,"rebalance: COPX peso=0.0434 fuera de [0.0593, 0.0993]"
2019-05-31,17012577.0,True,5332.18,"MCHI, INDA, XLY, XLI, ITB, XLU, XLK, SOXX, IGV, CIBR, VNQ, TLT, IEF, HYG, LQD, EMB",16,0.0348,normal,"rebalance: COPX peso=0.0708 fuera de [0.0000, 0.0200]"
2019-06-28,17430714.76,True,4496.54,"IWDA.L, VGK, INDA, XLY, XLC, XLF, KBE, XLB, ITB, XLP, XLK, SOXX, IGV, CIBR, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: INDA peso=0.0583 fuera de [0.0763, 0.1163]"
2019-07-31,17877491.56,True,3611.76,"IWDA.L, VGK, XLY, XLI, XLB, ITB, XLP, XLU, XLK, SOXX, IGV, CIBR, BOTZ, VNQ, GLD, COPX, TLT, LQD, EMB",19,0.0,normal,"rebalance: COPX peso=0.0000 fuera de [0.0253, 0.0653]"
2019-08-30,18112301.85,True,3067.36,"IWDA.L, IUSN.DE, XLY, XLC, XLF, XLB, ITB, XLP, XLU, XLK, SOXX, IGV, CIBR, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: COPX peso=0.0392 fuera de [0.0000, 0.0200]"
2019-09-30,18627576.7,True,3809.02,"IWDA.L, IUSN.DE, EWT, XLY, XLC, XLF, XLI, IYT, ITB, XLP, XLK, SOXX, VNQ, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: CIBR peso=0.0248 fuera de [0.0000, 0.0200]"
