Date,IWDA.L,VGK,EWJ,IUSN.DE,IEMA.L,MCHI,EWZ,INDA,EWT,EWY,XLY,XLC,XLF,KBE,XLE,XOP,XLI,IYT,XLB,ITB,XLV,XBI,XLP,XLU,XLK,SOXX,IGV,CIBR,BOTZ,VNQ,LIT,GLD,SLV,DBA,COPX,TLT,IEF,TIP,HYG,LQD,EMB,BITO,XEON.DE
2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-13,-773.7015297735187,-0.0,-5124.570649687964,-1795.181807016922,-0.0,0.0,-8497.493678736506,-0.0,1806.399772420505,6089.376978156618,-1443.4084416771973,-0.0,0.0,-1687.274083692114,3315.9905761006416,0.0,-255.90426170472404,528.1628483416686,-3211.3416363573306,0.0,-0.0,-5509.138006112493,0.0,0.0,-1654.8512147310553,3594.4876271218536,-0.0,-0.0,-0.0,0.0,-10443.701998041537,-2373.1096018778026,-6897.687070338511,0.0,-33912.888780646994,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,12.655341599863313
2026-03-16,1527.8830827262198,0.0,17927.771261075522,1645.630724820326,0.0,0.0,19885.620127615086,0.0,12964.775855282713,68862.60102233091,6993.743558716745,0.0,0.0,9296.566845573772,7118.175417673249,0.0,2423.708685118612,3964.11423830537,4720.307885290309,0.0,0.0,29630.337824832266,0.0,0.0,6407.287154672965,18663.29989814347,0.0,-0.0,0.0,0.0,29817.541878863976,1412.003756945474,2050.614391398879,-0.0,30356.28849697591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7524628827441604
2026-03-17,88.03216268172316,-0.0,-3581.4553371228676,1246.6694532306565,0.0,-0.0,-391.00464789541525,-0.0,2834.471968783505,4018.8318712948503,1113.1312182023719,-0.0,-0.0,-3195.950960898709,3170.434026867844,0.0,-451.33652095678156,2421.2749665161314,-1282.5437603739854,-0.0,-0.0,-4113.79817962362,-0.0,-0.0,-46.596004698084556,1497.3461097563527,0.0,0.0,-0.0,-0.0,-6502.850855983383,-1727.0702767976957,-3737.88282165099,0.0,-12665.34593963315,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,4.397620837460066
2026-03-18,-1235.8655193071354,-0.0,-9319.220569022882,-947.4660139028086,-0.0,-0.0,-8709.516249893857,-0.0,-9581.393619876897,-20831.83637977307,-9578.577366019028,-0.0,-0.0,-10376.270979740646,-3153.687344301513,0.0,-1722.4403561442823,-3688.505599171994,-9782.041816063613,-0.0,-0.0,-34421.48275443196,-0.0,-0.0,-4358.507580884396,-6460.83122744185,-0.0,-0.0,-0.0,-0.0,-41204.141093025435,-7392.092107048227,-6059.366466499779,0.0,-34383.60344186069,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.150158890301217
2026-03-19,-934.1696606210235,0.0,3650.9901247085622,-7529.989246343101,-0.0,-0.0,7221.069765344881,0.0,6369.186149521985,26391.5874204973,-485.6202533714352,0.0,0.0,9149.435435622296,14680.007652859924,0.0,-42.27352173095726,803.1625414173603,-3451.5356679921388,-0.0,0.0,19805.521315662176,-0.0,0.0,2904.128236080015,8505.081264234504,0.0,0.0,0.0,0.0,-4396.846045959697,-7123.927945976599,-4891.014656935405,0.0,-21963.70443096736,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3.843323064487597
2026-03-20,-1817.4587065586406,-0.0,-28114.675264820227,-4188.845921018399,-0.0,-0.0,-27057.48382159273,-0.0,-15529.13909786114,-71368.71150096542,-9670.989505358324,-0.0,-0.0,-7843.856779346187,-7053.1919717405735,0.0,-3625.128191126819,-4263.431870541768,-9902.059492412649,-0.0,-0.0,-31526.644378858146,-0.0,-0.0,-9479.746462098485,-22639.861445170707,-0.0,-0.0,-0.0,-0.0,-41055.397539618105,-7875.587226033713,-9048.527418698315,-0.0,-42318.114713226,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.597683333792894
2026-03-23,821.4260649470051,0.0,18764.609714142312,3041.9322056420997,0.0,0.0,27740.08308045796,0.0,12619.665138775857,56650.4241182721,8797.4110531197,0.0,0.0,12451.354979523263,8877.914389720057,-0.0,1885.0025529185853,3311.0101405346168,6864.766185740782,0.0,0.0,15370.792504281628,0.0,0.0,4285.24246976149,9400.916845124199,0.0,0.0,0.0,0.0,50774.24471337771,-3989.841212244902,1964.9497208682947,0.0,48293.30290110703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.803365851649255
2026-03-24,-396.0947930535236,-0.0,-4607.308919451698,2493.329566798817,-0.0,-0.0,-4943.415654829647,-0.0,-8528.121084501545,-38467.40529546602,-2819.454897402518,-0.0,-0.0,2289.557321623344,10782.932599520283,0.0,260.1726482647573,-1074.5910650653937,5696.892501429852,-0.0,-0.0,-25869.240026107684,-0.0,0.0,-2850.1521612004212,6261.2586617929255,-0.0,-0.0,-0.0,-0.0,9507.97198856204,-707.0862805261347,424.65846785397946,-0.0,-8925.97629876954,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.397599987582827
2026-03-25,666.2001877577793,0.0,10696.695054073249,4039.2464938151184,0.0,0.0,12678.523770285836,0.0,7979.366737224505,-7503.4265531382625,3107.5516340286,0.0,0.0,2992.155444586308,-3447.104491370794,0.0,898.0256522061187,1723.5772414431776,7478.479162877682,0.0,0.0,41901.45305962531,0.0,0.0,1094.9940889534062,8189.1926822640935,-0.0,0.0,0.0,-0.0,20713.27726015445,5418.7116525410565,4163.143855612111,0.0,27245.237894807695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.905404742920464
